frame_index_zero_based,source_pts_seconds,generated_pts_seconds,generated_minus_source_ms,source_display_duration_seconds,generated_display_duration_seconds,pts_equal
41,0.684016666667,0.684016666667,0.000000000,0.016683333333,0.016683333333,True
42,0.700700000000,0.700700000000,0.000000000,0.016683333333,0.016683333333,True
43,0.717383333333,0.717383333333,0.000000000,0.016683333333,0.016683333333,True
44,0.734066666667,0.734066666667,0.000000000,0.016683333333,0.016683333333,True
45,0.750750000000,0.750750000000,0.000000000,0.016683333333,0.016683333333,True
46,0.767433333333,0.767433333333,0.000000000,0.016683333333,0.016683333333,True
47,0.784116666667,0.784116666667,0.000000000,0.016683333333,0.016683333333,True
48,0.800800000000,0.800800000000,0.000000000,0.016683333333,0.016683333333,True
49,0.817483333333,0.817483333333,0.000000000,0.016683333333,0.016683333333,True
50,0.834166666667,0.834166666667,0.000000000,0.016683333333,0.016683333333,True
51,0.850850000000,0.850850000000,0.000000000,0.016683333333,0.016683333333,True
52,0.867533333333,0.867533333333,0.000000000,0.016683333333,0.016683333333,True
53,0.884216666667,0.884216666667,0.000000000,0.016683333333,0.016683333333,True
54,0.900900000000,0.900900000000,0.000000000,0.016683333333,0.016683333333,True
55,0.917583333333,0.917583333333,0.000000000,0.016683333333,0.016683333333,True
56,0.934266666667,0.934266666667,0.000000000,0.016683333333,0.016683333333,True
57,0.950950000000,0.950950000000,0.000000000,0.016683333333,0.016683333333,True
58,0.967633333333,0.967633333333,0.000000000,0.016683333333,0.016683333333,True
59,0.984316666667,0.984316666667,0.000000000,0.016683333333,0.016683333333,True
60,1.001000000000,1.001000000000,0.000000000,0.016683333333,0.016683333333,True
61,1.017683333333,1.017683333333,0.000000000,0.016683333333,0.016683333333,True
62,1.034366666667,1.034366666667,0.000000000,0.016683333333,0.016683333333,True
63,1.051050000000,1.051050000000,0.000000000,0.016683333333,0.016683333333,True
64,1.067733333333,1.067733333333,0.000000000,0.016683333333,0.016683333333,True
65,1.084416666667,1.084416666667,0.000000000,0.016683333333,0.016683333333,True
66,1.101100000000,1.101100000000,0.000000000,0.016683333333,0.016683333333,True
67,1.117783333333,1.117783333333,0.000000000,0.016683333333,0.016683333333,True
68,1.134466666667,1.134466666667,0.000000000,0.016683333333,0.016683333333,True
69,1.151150000000,1.151150000000,0.000000000,0.016683333333,0.016683333333,True
70,1.167833333333,1.167833333333,0.000000000,0.016683333333,0.016683333333,True
71,1.184516666667,1.184516666667,0.000000000,0.016683333333,0.016683333333,True
72,1.201200000000,1.201200000000,0.000000000,0.016683333333,0.016683333333,True
73,1.217883333333,1.217883333333,0.000000000,0.016683333333,0.016683333333,True
74,1.234566666667,1.234566666667,0.000000000,0.016683333333,0.016683333333,True
75,1.251250000000,1.251250000000,0.000000000,0.016683333333,0.016683333333,True
76,1.267933333333,1.267933333333,0.000000000,0.016683333333,0.016683333333,True
77,1.284616666667,1.284616666667,0.000000000,0.016683333333,0.016683333333,True
78,1.301300000000,1.301300000000,0.000000000,0.016683333333,0.016683333333,True
79,1.317983333333,1.317983333333,0.000000000,0.016683333333,0.016683333333,True
80,1.334666666667,1.334666666667,0.000000000,0.016683333333,0.016683333333,True
81,1.351350000000,1.351350000000,0.000000000,0.016683333333,0.016683333333,True
82,1.368033333333,1.368033333333,0.000000000,0.016683333333,0.016683333333,True
83,1.384716666667,1.384716666667,0.000000000,0.016683333333,0.016683333333,True
84,1.401400000000,1.401400000000,0.000000000,0.016683333333,0.016683333333,True
85,1.418083333333,1.418083333333,0.000000000,0.016683333333,0.016683333333,True
86,1.434766666667,1.434766666667,0.000000000,0.016683333333,0.016683333333,True
